상품명,가격,성분,나이,피부타입,피부고민,랭킹,리뷰수
[한정기획] 라로슈포제 똘러리앙 포밍클렌저 125ml 기획(+시카크림 15ml),28000,"- 똘러리앙 퓨리파잉 포밍 크림 125ml
정제수 글리세린 미리스틱애씨드 포타슘하이드록사이드 글리세릴스테아레이트에스이 스테아릭애씨드 라우릭애씨드 팔미틱애씨드 코코-글루코사이드 테트라소듐이디티에이

-시카플라스트 비5 울트라 리페어 라이트 크림
정제수 다이카프릴릴에터 판테놀 글리세린 펜틸렌글라이콜 폴리글리세릴-6다이스테아레이트 프로판다이올 세틸에스터 호호바에스터 베헤닐알코올 그린와틀꽃왁스 해바라기씨왁스 병풀잎추출물 야콘뿌리즙 솔비탄올리에이트 징크글루코네이트 마데카소사이드 세테아릴아이소노나노에이트 망가니즈글루코네이트 아이소헥사데칸 알파-글루칸올리고사카라이드 소듐하이알루로네이트 소듐스테아로일글루타메이트 아데노신 만노오스 카퍼글루코네이트 하이드록시아세토페논 하이드록시프로필스타치포스페이트 카프릴로일살리실릭애씨드 비트레오스실라발효물 시트릭애씨드 트라이소듐에틸렌다이아민다이석시네이트 락토바실러스 말토덱스트린 폴리글리세린-3 폴리글리세릴-3비즈왁스 폴리솔베이트80 아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머 세틸알코올 토코페롤",20대,복합성,None,65,4953
[한정기획옵션선택]프리메라 퍼펙트 오일 투 폼 클렌저 200ml 기획,27000,"정제수, 글리세린, 다이프로필렌글라이콜, 소듐코코암포아세테이트, 포타슘코코일글리시네이트, 라우릴글루코사이드, 폴리글리세릴-6카프릴레이트, 코코-글루코사이드, 1,2-헥산다이올, 라우릴하이드록시설테인, 아크릴레이트코폴리머, 소듐클로라이드, 다이소듐코코암포다이아세테이트, 말토덱스트린, 피피지-7, 락토바실러스발효용해물, 향료, 부틸렌글라이콜, 다이소듐코코일글루타메이트, 아르간커넬오일, 사포닌, 에틸헥실글리세린, 알지닌, 아스파틱애씨드, 글루타믹애씨드, 테트라소듐이디티에이, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 흰목이버섯포자낭과추출물, 하이알루로닉애씨드, 잔탄검, 다이소듐이디티에이, 세라마이드엔피, 토코페롤",30대,"건성, 복합성",None,66,1024
닥터지 그린딥 클렌징 오일 310ml,29000,"포도씨오일, 카프릴릭/카프릭트라이글리세라이드, 솔베스-30테트라올리에이트, 유채씨오일, 녹차씨오일, 마카다미아씨오일, 토코페롤, 정제수, 부틸렌글라이콜, 류코노스톡/무발효여과물, 글리세린, 퀼라자껍질추출물, 비누풀잎추출물, 1,2-헥산다이올, 락토바실러스, 흰버드나무껍질추출물, 비피다발효용해물, 향료",20대,복합성,None,67,1333
[마스카라 리무버] 키스미 히로인메이크 스피디 마스카라 전용 리무버,13000,"아이소헥사데칸, 트라이에틸헥사노인, 아이소도데케인, 미네랄오일, 피이지-15/라우릴다이메티콘크로스폴리머, 부틸렌글라이콜, C30-45알킬메티콘, C30-45올레핀, 토코페롤, 프로필파라벤, 동백나무씨오일, 스위트아몬드오일, 스쿠알란, 아르간커넬오일, 로즈힙열매오일, 인삼추출물, 로얄젤리추출물",20대,복합성,None,68,8526
라운드어라운드 그린티 약산성 클렌징폼 200ml 더블기획,27000,"정제수, 녹차수(10%), 다이소듐코코암포다이아세테이트, 소듐코코일알라니네이트, 소듐메틸코코일타우레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 소듐클로라이드, 글리세린, 메틸프로판다이올, 다이소듐2-설포라우레이트, 녹차추출물(0.1%), 락토바실러스/호밀가루발효물, 락토바실러스/소이밀크발효여과물, 바실러스/소이빈발효추출물, 파파야열매추출물, 베르가모트오일, 라벤더오일, 퀼라자껍질추출물, 라우릴하이드록시설테인, 1,2-헥산다이올, 카프릴릴글라이콜, 코코-글루코사이드, 트로메타민, 소듐코코일이세티오네이트, 소듐시트레이트, 스타이렌/아크릴레이트코폴리머, 헥실렌글라이콜, 소듐미리스토일글루타메이트, 시트릭애씨드, 부틸렌글라이콜, 세라마이드엔피, 프로판다이올, 나이아신아마이드, 폴릭애씨드, 판토테닉애씨드, 피리독신, 티아민에이치씨엘, 사이아노코발아민, 리보플라빈, 잔탄검, 리모넨, 리날룰",30대,복합성,None,69,20626
센카 퍼펙트 휩 화이트 클레이 120g,10800,"정제수,스테아릭애씨드,미리스틱애씨드,피이지-8, 포타슘하이드록사이드,라우릭애씨드,글리세린,다이프로필렌글라이콜,에탄올, 티타늄디옥사이드,실리카,비즈왁스,폴리쿼터늄-7,향료,다이소듐이디티에이,피이지-90M,숯가루,피이지-20글리세릴트라이아이소스테아레이트,알루미늄하이드록사이드,소듐벤조에이트,소듐메타바이설파이트,소듐메타포스페이트,탤크, 로즈마리잎오일,비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이트,소듐아세틸레이티드하이알루로네이트,비에이치티,소듐하이알루로네이트,세리신,시트릭애씨드,포타슘솔베이트,토코페롤,리모넨",20대,복합성,None,70,3536
[약산성] 로벡틴 포어케어 그린파파야 타이트닝 클렌징폼 150ml,18000,"정제수, 소듐코코일이세티오네이트, 글리세린, 소듐라우로일글루타메이트, 하이드록시프로필스타치포스페이트, 1,2-헥산다이올, 포타슘코코일글리시네이트, 파파야열매추출물(7,500ppm), 매실추출물, 사과추출물, 포도추출물, 포타슘코코에이트, 에틸헥실글리세린, 다이소듐이디티에이, 인도멀구슬나무잎추출물, 알란토인, 드럼스틱씨추출물, 녹차추출물, 인도멀구슬나무꽃추출물, 무화과추출물, 파스향나무잎추출물, 베르가못잎추출물, 콘민트잎추출물, 시카카이열매추출물, 부틸렌글라이콜, 퀼라자껍질추출물, 비누풀잎추출물, 트리리프솝베리열매추출물, 무환자나무껍질추출물, 숯가루, 판테놀, 시트릭애씨드, 폴리쿼터늄-67",20대,복합성,None,71,665
성분에디터 블랙헤드 멜팅 클리어 패드 30매,26000,"정제수, 버지니아풍년화수, 부틸렌글라이콜, 세이지잎추출물, 1,2-헥산디올, 메칠프로판디올, 버독뿌리추출물, 두송열매추출물, 레몬밤잎추출물, 페퍼민트잎추출물, 펜틸렌글라이콜, 서양고추나물꽃/잎/줄기추출물, 비누풀잎추출물, 클로렐라추출물, 소듐하이알루로네이트, 백미꽃추출물, 접시꽃추출물, 하이드록시아세토페논, 글루코오스, 알란토인, 프룩토올리고사카라이드, 프룩토오스, 에칠헥실글리세린, 카프릴릴글라이콜, 글리세린, 아세틸글루코사민, 소듐하이알루로네이트크로스폴리머, 디소듐이디티에이",30대,복합성,None,72,374
[백송민 PICK]수이사이 뷰티 클리어 파우더 워시 N 더블 기획 (32EA+32EA),40800,"탈크,소듐코코일이세티오네이트,소듐C14-16올레핀설포네이트,소듐라우로일글루타메이트,포타슘라우레이트,소듐미리스토일글루타메이트,카라기난,실크가루,메치콘,메틸파라벤,아이소스테아릴알코올,비에이치티,다이프로필렌글라이콜,에칠글루코사이드,락틱애씨드,포타슘하이드록사이드,프로테아제,소듐하이알루로네이트,리파아제",30대,복합성,None,73,111
한스킨 클렌징오일&블랙헤드AHA건성용300ml,24000,"미네랄오일
올리브오일
해바라기씨오일
피이지-7글리세릴코코에이트
소르비탄세스퀴올리에이트
포도씨오일
마카다미아씨오일
잇꽃씨오일
세틸에칠헥사노에이트
페닐트리메치콘
산소
동백꽃추출물
호호바씨오일
오배자추출물
녹차씨오일
세라마이드엔피
소듐하이알루로네이트
글라이신
메치오닌
라이신
류신
히스티딘
이소류신
프롤린
페닐알라닌
글루타믹애씨드
알지닌
아스파틱애씨드
알라닌
시스테인
세린
트레오닌
타이로신
발린
소듐락테이트
글리세린
소듐피씨에이
피루빅애씨드
시트릭애씨드
글라이콜릭애씨드
말릭애씨드
락틱애씨드
타타릭애씨드
레몬껍질오일
오렌지오일
왕귤껍질오일
정제수
피이지-20글리세릴트리이소스테아레이트
토코페릴아세테이트
로즈힙열매오일
스쿠알란
부틸렌글라이콜
페녹시에탄올
카프릴릴글라이콜
에칠헥실글리세린",30대,"건성, 복합성",None,74,135
티스 딥오프 오일 320mL,18000,"미네랄오일, 세틸에칠헥사노에이트, 피이지-12디이소스테아레이트, 페닐트리메치콘, 피이지-10이소스테아레이트, 정제수, 이소스테아릴알코올, 피이지-8디이소스테아레이트, 에탄올, 비에이치티, 테트라하이드록시프로필에칠렌디아민, 토코페롤",30대,"건성, 복합성",None,75,973
[고민시 PICK]몰바니 저자극 LHA 율피 젤 클렌저 200ml,28000,"정제수,글리세린,라우릴글루코사이드,아크릴레이트코폴리머,데실글루코사이드,다이소듐코코암포다이아세테이트,포타슘코코일글리시네이트,밤보늬추출물,소듐클로라이드,부틸렌글라이콜,트로메타민,밤껍질가루,포타슘클로라이드, 1,2-헥산다이올,코코넛애씨드,포타슘코코에이트,판테놀,알란토인,카프릴로일살리실릭애씨드(500ppm),다이포타슘글리시리제이트,보스웰리아수지추출물,다이소듐이디티에이,헥실렌글라이콜,글리세릴글루코사이드,에틸헥실글리세린,프로판다이올,하이드로제네이티드포스파티딜콜린,카프릴릭/카프릭트라이글리세라이드,병풀추출물,수크로오스스테아레이트,벤질글라이콜,하이드롤라이즈드글라이코사미노글리칸,소듐하이알루로네이트,세테아릴알코올,소듐하이알루로네이트크로스폴리머,하이드롤라이즈드하이알루로닉애씨드,하이드록시프로필트라이모늄하이알루로네이트,아시아티코사이드,마데카식애씨드,아시아틱애씨드,마데카소사이드,하이알루로닉애씨드,소듐아세틸레이티드하이알루로네이트,향료",20대,복합성,None,76,185
[대용량] 라운드랩 1025 독도 클렌저 250ml,21000,"정제수, 소듐코코일이세티오네이트, 글리세린, 소듐메틸코코일타우레이트, 코코-베타인, 포타슘코코일글리시네이트, 포타슘벤조에이트, 소듐클로라이드, 폴리쿼터늄-67, 포타슘코코에이트, 시트릭애씨드, 프룩토올리고사카라이드, 사카라이드하이드롤리세이트, 다이소듐이디티에이, 풀루란, 1,2-헥산다이올, 알란토인, 판테놀, 해수, 소듐아세테이트, 부틸렌글라이콜, 마트리카리아꽃오일, 카프릴릭/카프릭트라이글리세라이드, 베타-글루칸, 포스파티딜콜린, 하이알루로닉애씨드, 에틸헥실글리세린, 세라마이드엔피, 글라이신, 하이드롤라이즈드하이알루로닉애씨드, 글루타믹애씨드, 세린, 소듐하이알루로네이트, 라이신, 알라닌, 알지닌, 트레오닌, 프롤린",20대,복합성,None,77,8712
라운드어라운드 편백 블레미쉬 클렌징폼 200ml+200ml 더블 기획세트,31000,"정제수, 소듐코코일이세티오네이트, 글리세린, 하이드록시프로필스타치포스페이트, 코코-베타인, 소듐메틸코코일타우레이트, 편백잎추출물*(19,990ppm), 데실글루코사이드, 베타인, 소듐클로라이드, 세테아릴알코올, 살리실릭애씨드*(5,000ppm), 글라이콜다이스테아레이트, 글리세릴스테아레이트, 알지닌, 솔비탄올리베이트, 글리세릴카프릴레이트, 카프릴릴글라이콜, 폴리쿼터늄-67, 에틸헥실글리세린, 다이소듐이디티에이, 1,2-헥산다이올, 하이드록시프로필구아, 알란토인, 광곽향오일, 소듐아세테이트, 흰버드나무껍질추출물, 펜틸렌글라이콜, 마데카소사이드, 토코페롤","20대,30대",복합성,None,78,1895
바닐라코 클린잇제로 세라마이드 클렌징 밤 100ml,24000,"세틸에틸헥사노에이트, 에틸헥실스테아레이트, 피이지-20글리세릴트라이아이소스테아레이트, 피이지-10아이소스테아레이트, 합성왁스, 페녹시에탄올, 정제수, 부틸렌글라이콜, 향료, 토코페릴아세테이트, 호호바씨오일, 에틸헥실글리세린, 달맞이꽃오일, 아르간커넬오일, 글리세린, 드럼스틱씨오일, 세라마이드엔피(8ppm), 피토스핑고신, 하이드로제네이티드레시틴, 옥수수오일, 판테놀, 베타-카로틴, 토코페롤, 소듐하이알루로네이트, 1,2-헥산다이올, 카프릴릴글라이콜, 다이소듐이디티에이",20대,"건성, 복합성",None,79,701
바이오더마 센시비오 H2O 100ml,9500,"정제수, 피이지-6카프릴릭/카프릭글리세라이드, 디소듐이디티에이, 세트리모늄브로마이드, 프로필렌글라이콜, 오이추출물, 프룩토올리고사카라이드, 만니톨, 자일리톨, 람노오스","20대,30대",복합성,None,80,56810
라곰 셀럽 마이크로 폼 클렌저 120ml,14900,"정제수,글리세린,팔미틱애씨드,라우릭애씨드,스테아릭애씨드,피이지-32,포타슘하이드록사이드,미리스틱애씨드,글리세릴스테아레이트,부틸렌글라이콜,코카미도프로필베타인,포타슘코코일글리시네이트,피이지-100스테아레이트,비누풀잎추출물,무환자추출물,말토덱스트린,하이드롤라이즈드식물성단백질,코코넛애씨드,우레아,하이드록시에칠우레아,소듐클로라이드,오렌지오일,아라키딕애씨드,라벤더오일,제라늄오일,베르가모트열매오일,백단향오일,장미꽃오일,캐모마일꽃오일,벤조인나무검,몰약오일,디소듐이디티에이,페녹시에탄올,클로페네신,카프릴릴글라이콜,에칠헥실글리세린",20대,복합성,None,81,2402
아비브 아크네 폼 클렌저 어성초 폼 150ml,16000,"정제수, 소듐코코일이세티오네이트, 글리세린, 약모밀추출물(30,000ppm), 코코-베타인, 소듐메틸코코일타우레이트, 부틸렌글라이콜, 파스향나무잎추출물, 병풀추출물, 글리세릴스테아레이트에스이, 포타슘코코일글리시네이트, 살리실릭애씨드, 소듐클로라이드, 카프릴릴글라이콜, 폴리쿼터늄-67, 트로메타민, 판테놀, 1,2-헥산다이올, 에틸헥실글리세린, 다이소듐이디티에이",30대,복합성,None,82,2316
한스킨 클렌징오일&블랙헤드PHA민감성300ml,24000,"카프릴릭/카프릭트리글리세라이드
피이지-8글리세릴이소스테아레이트
세틸에칠헥사노에이트
이소프로필팔미테이트
폴리부텐
에칠헥실팔미테이트
피이지-8이소스테아레이트
정제수
산소
호호바씨오일
동백꽃추출물
녹차씨오일
포도씨오일
오배자추출물
올리브오일
마치현추출물
자작나무수액
티트리잎오일
알로에베라잎추출물
말토바이오닉애씨드
오렌지오일
레몬껍질오일
왕귤껍질오일
토코페릴아세테이트
부틸렌글라이콜
1,2-헥산디올","30대,40대 이상",복합성,None,83,415
[디렉터파이 MADE] 더파이 선플라워 클렌징 오일 200ml,24000,"해바라기씨오일(42%), 스위트아몬드오일(22%), 카프릴릭/카프릭트라이글리세라이드, 아이소프로필미리스테이트, 솔베스-30테트라올리에이트, 세틸에틸헥사노에이트, 카프릴릴글라이콜, 로즈마리잎오일, 스쿠알란",20대,"건성, 복합성",None,84,329
스킨시그널 핑크 클레이 효소클렌저 70g,25000,"[자연유래 99.95%] 옥수수전분(NON GMO), 소듐코코일이세티오네이트, 소듐라우로일글루티메이트, 카올린(100,000 PPM), 소듐하이알루로네이트, 파파인, 글루코오스, 마데카소사이드, 병풀추출물, 살리실릭애씨드",20대,복합성,None,85,404
비페스타 미셀라 클렌징 티슈 브라이트닝 46매 (각질 제거타입),10000,■ 보습형 비타민 C와 AHA의 일종인 유산 배합,30대,복합성,None,86,5043
[증량] 일리윤 프레쉬 모이스춰 립앤아이 리무버 [300ml],24000,"정제수, 사이클로펜타실록산, 코코넛오일, 인삼추출물, 유자껍질추출물, 의이인추출물, 디소 듐이디티에이, 디포타슘포스페이트, 라우릴메칠글루세스-10하이드록시프로필디모늄클로라이드, 부틸렌글라이콜, 소듐클로라이드, 카프릴릴/카프릴글루코사이드, 코코-카프릴레이트/카프레이트, 포타슘포스페이트, 헥실렌글라이콜, 에칠헥실글리세린, 페녹시에탄올",30대,복합성,None,87,8576
[단독기획] 아비브 아크네 폼 클렌저 어성초 폼 150ml 더블 기획,28000,"정제수, 소듐코코일이세티오네이트, 글리세린, 약모밀추출물(30,000ppm), 코코-베타인, 소듐메틸코코일타우레이트, 부틸렌글라이콜, 파스향나무잎추출물, 병풀추출물, 글리세릴스테아레이트에스이, 포타슘코코일글리시네이트, 살리실릭애씨드, 소듐클로라이드, 카프릴릴글라이콜, 폴리쿼터늄-67, 트로메타민, 판테놀, 1,2-헥산다이올, 에틸헥실글리세린, 다이소듐이디티에이",30대,복합성,None,88,7781
셀리맥스 수정화장 패드 30매,16000,"정제수, 다이프로필렌글라이콜, 병풀추출물, 빙하수, 소듐하이알루로네이트, 1,2-헥산다이올, 부틸렌글라이콜, 스타아니스추출물, 황금추출물, 피이지-60하이드로제네이티드캐스터오일, 피이지-7글리세릴코코에이트, 클로페네신, 알란토인, 티트리잎오일, 시트릭애씨드, 디소듐이디티에이, 바이오사카라이드검-4, 토코페릴아세테이트, 소듐아스코빌포스페이트, 나이아신아마이드, 칼슘판토테네이트, 피리독신에이치씨엘, 리모넨",20대,복합성,None,89,1606
[화해수상] 에스네이처 블랑쉬 클렌저 260ml,26000,"정제수, 소듐코코일글루타메이트, 티이에이-코코일글루타메이트, 글리세린, 1,2-헥산다이올,프로판다이올,구아하이드록시프로필트라이모늄클로라이드, 호호바씨오일, 동백나무꽃추출물, 케이프알로에잎추출물, 바이오플라보노이드, 브로콜리추출물, 소듐하이알루로네이트, 베타-글루칸, 바이오사카라이드검-1, 쇠비름추출 물, 오렌지껍질오일, 캐모마일꽃오일, 다이소듐이디티에이",30대,"건성, 복합성",None,90,160
[헤어밴드증정한정기획]아리얼 애플사이다 휘핑 크림 클렌저 기획+헤어밴드 증정,24000,"글리세린,소듐코코일이세티오네이트,사과추출물,정제수,스테아릭애씨드,코코-베타인,코코넛애씨드,1,2-헥산다이올,소듐이세티오네이트,살리실릭애씨드,향료,나이아신아마이드,아라키딕애씨드,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,팔미틱애씨드,홀리바질잎추출물,
부틸렌글라이콜,올레익애씨드,울금뿌리추출물,참산호말추출물,덱스트린,카카오추출물,글루코노락톤,편백잎추출물,
베타인살리실레이트,약모밀추출물,비니거추출물,글라이콜릭애씨드,락틱애씨드,시트릭애씨드,말릭애씨드,타타릭애씨드,사과즙,구아이아줄렌,매실추출물,모과추출물,산수유열매추출물,석류추출물,에틸헥실글리세린",20대,"건성, 복합성",None,91,994
플리프 시카-알로에 클렌징 젤 폼 200ml (여드름기능성약산성저자극테스트완료),16000,"정제수,포타슘라우레스포스페이트,글리세린,라우릴하이드록시설테인,코코-글루코사이드,소듐코코일글루타메이트,시트릭애씨드,병풀추출물,알로에베라잎추출물,쑥추출물,카올린,아시아티코사이드,마데카소사이드,4-터피네올,포타슘코코일글리시네이트,1,2-헥산다이올,살리실릭애씨드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,레몬오일,오렌지껍질오일,베르가모트오일,에틸헥실글리세린,카프릴릴글라이콜,리모넨,리날룰",30대,"지성, 복합성",None,92,58
[1+1]아크웰 피에이치 밸런싱 버블 프리 클렌징 젤 더블기획 (160ml+160ml),18000,"정제수, 피이지-7글리세릴코코에이트, 글리세린, 다이프로필렌글라이콜, 피이지-10메틸에터다이메티콘, 암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머, 솔비톨, 부틸렌글라이콜, 카프릴릴글라이콜, 클로페네신, 소듐카보머, 에틸헥실글리세린, 1,2-헥산다이올, 시트릭애씨드, 다이소듐이디티에이, 감초뿌리추출물, 엘더꽃추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 펜틸렌글라이콜, 소듐아세틸레이티드하이알루로네이트",20대,"건성, 복합성",None,93,3155
에스트라 아토베리어365 버블클렌저 150ml,20000,"정제수, 글리세린, 솔비톨, 프로판다이올, 코코-글루코사이드, 카프릴릴/카프릴글루코사이드, 다이소듐코코암포다이아세테이트, 다이소듐코코일글루타메이트, 소듐클로라이드, 시트릭애씨드, 글리세릴카프릴레이트, 다이소듐이디티에이, 에칠헥실글리세린, 부틸렌글라이콜, 토코페롤, 녹차추출물",20대,"건성, 복합성",None,94,2111
[단독대용량] 바닐라코 립 앤 아이 리무버 클리어 250ml,16000,"정제수, 아이소헥사데칸, 아이소도데케인, 프로필렌글라이콜, 브로콜리추출물, 귀리커넬추출물, 소듐하이알루로네이트,
소듐클로라이드, 알지닌, 다이소듐이디티에이, 페녹시에탄올, 벤잘코늄클로라이드, 청색1호",20대,복합성,None,95,4021
마녀공장 약산성 퓨리파잉 소다폼 150ml,12500,"정제수, 소듐코코일이세티오네이트, 글리세린, 글리세릴스테아레이트, 스테아릴알코올, 코코-베타인, 포타슘코코일글리시네이트, 소듐메틸코코일타우레이트, 케이프알로에잎추출물, 비누풀잎추출물, 시금치추출물, 양배추추출물, 브로콜리추출물, 오크라열매추출물, 가지열매추출물, 울금뿌리추출물, 홀리바질잎추출물, 참산호말추출물, 무환자추출물, 사철쑥추출물, 산구절초추출물, 향부자추출물, 익모초추출물, 라벤더꽃가루, 부틸렌글라이콜, 드럼스틱씨오일, 작약꽃추출물, 호박가루, 쌀가루, 녹두가루, 신선초잎/줄기추출물, 쑥잎수, 인도멀구슬나무잎추출물, 맥아추출물, 인도멀구슬나무꽃추출물, 소듐바이카보네이트, 퀼라자껍질추출물, 아이비고드열매추출물, 세라마이드엔피, 도토리가루, 판테놀, 소듐클로라이드, 코코-글루코사이드, 소듐미리스토일글루타메이트, 에틸헥실글리세린, 시트릭애씨드, 카프릴릴글라이콜, 1,2-헥산다이올, 로즈마리잎오일, 베르가모트오일, 오렌지껍질오일, 리모넨, 리날룰",20대,복합성,None,96,1121
일리윤 프레쉬 모이스춰 립앤아이 리무버 [150ml],12000,"정제수, 사이클로펜타실록산, 코코넛오일, 인삼추출물, 유자껍질추출물, 의이인추출물, 디소 듐이디티에이, 디포타슘포스페이트, 라우릴메칠글루세스-10하이드록시프로필디모늄클로라이드, 부틸렌글라이콜, 소듐클로라이드, 카프릴릴/카프릴글루코사이드, 코코-카프릴레이트/카프레이트, 포타슘포스페이트, 헥실렌글라이콜, 에칠헥실글리세린, 페녹시에탄올",30대,"건성, 복합성",None,97,2597
케어존 약산성폼 더블 기획 (200ml+200ml),22000,"정제수, 라우릴하이드록시설테인, 디소듐라우레스설포석시네이트, 아크릴레이트코폴리머, 소듐라우릴설포아세테이트, 소듐라우로일아스파테이트, 글리세린, 온천수, 코카마이드엠이에이, 카프릴릴글라이콜, 판테놀, 토코페릴아세테이트, 서양유채싹추출물, 자몽추출물, 브로콜리싹추출물, 빌베리열매추출물, 사탕수수추출물, 레몬추출물, 오렌지추출물, 설탕단풍추출물, 메칠글루세스-20, 부틸렌글라이콜, 프로판디올, 포타슘하이드록사이드, 소듐클로라이드, 소듐설페이트, 소듐벤조에이트, 시트릭애씨드, 트리소듐이디티에이, 1,2-헥산디올, 만니톨, 슈크로오스, 옥수수전분, 마이크로크리스탈린셀룰로오스, 마이카, 티타늄디옥사이드, 하이드로제네이티드레시틴, 유채싹추출물, 적색산화철, 틴옥사이드, 향료, 리모넨, 헥실신남알, 리날룰",20대,복합성,None,98,1598
우르오스 페이스워시 더블 기획(100g2),25500,"■ 정제수, 라우릴포스페이트, 페트롤레움다이스틸레이트, 메틸글루세스-10, 솔비톨, 소듐코코암포아세테이트, 포타슘하이드록사이드, 데실글루코사이드, 소듐라우레스-11카복실레이트, 다이프로필렌글라이콜, 폴리쿼터늄-50, 피이지-160솔비탄트라이아이소스테아레이트, 에틸헥실글리세린, 페녹시에탄올, 피이지-65M, 스타아니스열매/씨오일, 서양측백나무잎오일, 아틀라스시다나무껍질오일, 라반딘오일, 라임전초오일, 페퍼민트오일, 구주소나무잎오일, 로즈마리잎오일, 터펜틴, 레몬껍질오일, 메톡시메틸부탄올, 다이소듐이디티에이, 리모넨",30대,"지성, 복합성",None,99,659
[랄랄 PICK] 헤이미쉬 올클린밤 120ml (+만다린 50ml 증정기획),18000,"에틸헥실팔미테이트, 세틸에틸헥사노에이트, 피이지-20글리세릴트라이아이소스, 테아레이트, 폴리에틸렌, 피이지-8아이소스테아레이트, 시어버터, 코코넛야자열매추출물, 라임추출물, 프리지어추출물, 블루플래그아이리스추출물, 커먼자스민추출물, 참나리추출물, 에델바이스추출물, 연꽃추출물, 나팔수선화추출물, 장미추출물, 오렌지껍질오일, 라벤더오일, 센티드제라늄꽃오일, 발삼아미리스껍질오일, 자몽껍질오일, 유칼립투스잎오일, 티트리잎오일, 멕시칸주니퍼오일, 유향나무오일, 베르가모트오일, 토코페릴아세테이트, 정제수, 부틸렌글라이콜, 시트릭애씨드, 페녹시에탄올, 에틸헥실글리세린, 1,2-헥산다이올",20대,"건성, 복합성",None,100,1153
